District,Subdistrict,Site_ID,Latitude,Longitude,AQI,Distance_km,Accessibility,Terrain,Environmental_Interference,AQI_Score,Distance_Score,Accessibility_Score,Environmental_Score,Total_Score
Bangalore Urban,Whitefield,WHI7617,13.013155947575937,77.70077972429004,135.96725623295896,7.628430189194069,7,Urban,5,7.2806548753408205,4.914379873870621,7,6,6.28472594353582
Bangalore Urban,Whitefield,WHI3849,12.960865426095765,77.7404265088247,119.8012040251126,4.282957538454852,10,Semi-urban,10,7.603975919497747,7.144694974363432,10,1,6.5569689274904075
Bangalore Urban,Whitefield,WHI9527,12.986556739245833,77.74042660479509,309.3516669036485,9.815079533991577,1,Rural,4,3.8129666619270304,3.4566136440056154,1,7,3.6767467433868104
Bangalore Urban,Whitefield,WHI3427,12.976792676008829,77.71993529335859,154.20817605039605,2.3632551218916977,3,Rural,3,6.9158364789920785,8.424496585405535,3,8,6.3892914421497995
Bangalore Urban,Whitefield,WHI5107,12.943601592388907,77.70965650145891,175.0713378513041,1.9612810199726864,2,Urban,2,6.498573242973919,8.69247932001821,2,9,6.3228344785993364
Bangalore Urban,Whitefield,WHI9967,12.986470609607473,77.69140697836143,203.03192894107053,6.088251004000693,10,Urban,2,5.93936142117859,5.941165997332871,10,9,7.923163783568936
Bangalore Urban,Whitefield,WHI1412,12.987360132282275,77.7163502944008,148.57892712004667,1.0682017367968708,9,Rural,9,7.028421457599067,9.287865508802085,9,2,6.927650668720334
Bangalore Urban,Whitefield,WHI3967,12.974317469492329,77.72311238480773,64.17877770280141,12.199103719375328,1,Rural,4,8.716424445943971,1.8672641870831144,1,7,4.2601009359595725
Mumbai Suburban,Andheri,AND4440,19.09567231862277,72.90876815930433,213.88324478942124,10.357749308553565,7,Rural,9,5.722335104211575,3.0948337942976236,7,2,4.518175469416721
Mumbai Suburban,Andheri,AND9787,19.098995599755867,72.87308947261775,120.4214305582085,12.483633258562254,6,Urban,3,7.59157138883583,1.6775778276251643,6,8,5.737708734673457
Mumbai Suburban,Andheri,AND6486,19.15055464322438,72.8766094099311,166.2083176244221,1.7076239623312648,5,Urban,9,6.675833647511559,8.86158402511249,5,2,5.550562735780435
Mumbai Suburban,Andheri,AND4636,19.11483327471112,72.84414551055218,143.49284728161578,11.977896134024803,9,Urban,5,7.130143054367684,2.0147359106501312,9,6,6.129712588536069
Mumbai Suburban,Andheri,AND6334,19.114457599409135,72.8647377451236,115.04267109540413,8.415778667392338,2,Hilly,9,7.699146578091918,4.3894808884051075,2,2,3.7371995377196607
Mumbai Suburban,Andheri,AND2542,19.133535956854573,72.88063962569846,149.5591476877096,6.678326388180646,8,Urban,2,7.008817046245809,5.547782407879569,8,9,7.4387090112190535
Mumbai Suburban,Andheri,AND2365,19.11731748755041,72.90268246697902,70.91730371927272,12.285593725233788,7,Hilly,4,8.581653925614546,1.8096041831774745,7,7,6.018731830917278
Mumbai Suburban,Andheri,AND2810,19.096519642203027,72.88873630760249,153.9504507122028,11.768630280947834,6,Rural,10,6.920990985755944,2.1542464793681106,6,1,3.9727598169932166
Mumbai Suburban,Andheri,AND7619,19.10717945777947,72.83006729481137,134.8837878961846,11.62432537007429,9,Rural,3,7.302324242076309,2.2504497532838066,9,8,6.723077286736213
Mumbai Suburban,Andheri,AND2214,19.117503188858745,72.91159552936271,149.77185855048518,7.426865917763301,9,Rural,6,7.004562828990297,5.048756054824466,9,5,6.613101579504176
Mumbai Suburban,Andheri,AND5910,19.153011060187882,72.87504045347784,217.94083166663643,13.421575148622031,6,Hilly,5,5.6411833666672715,1.0522832342519792,6,6,4.691307481896449
Mumbai Suburban,Andheri,AND7190,19.08776911511903,72.88758700107961,135.68267419170402,9.626280252961307,1,Semi-urban,6,7.286346516165921,3.582479831359129,1,5,3.9028892610729664
Mumbai Suburban,Andheri,AND6063,19.14737289075022,72.91128321666672,221.83773362747766,6.220566079817883,8,Semi-urban,8,5.563245327450447,5.852955946788079,8,3,5.725888052187109
Mumbai Suburban,Andheri,AND4719,19.0802711913506,72.88321635255019,114.91500114960851,5.623607306377766,2,Urban,5,7.701699977007829,6.250928462414823,2,6,5.203072111005271
Mumbai Suburban,Andheri,AND3779,19.092857485465768,72.89824155177362,167.08779878885798,4.428885816469384,3,Rural,2,6.6582440242228405,7.047409455687077,3,9,6.243501168766338
Mumbai Suburban,Andheri,AND1009,19.10249751519646,72.87730463590628,243.80854196079432,14.024563008633192,2,Semi-urban,5,5.123829160784115,0.6502913275778717,2,6,3.287338664051291
Mumbai Suburban,Andheri,AND8449,19.137949799770364,72.91385485163835,146.3194442104047,6.0229174211498115,6,Rural,1,7.0736111157919055,5.984721719233459,6,10,7.2109026529667455
Mumbai Suburban,Andheri,AND8266,19.140449583424,72.86718238438155,135.88894055063946,2.4408557226091814,5,Urban,6,7.2822211889872115,8.37276285159388,5,5,6.299634950695912
Mumbai Suburban,Andheri,AND8190,19.132491967452296,72.90718491770319,167.12284590037572,11.650317520117403,5,Rural,3,6.657543081992485,2.233121653255065,5,8,5.389789029712263
Mumbai Suburban,Andheri,AND6997,19.087261329156888,72.86554897217792,245.5764803254714,4.145915372921078,4,Urban,1,5.088470393490572,7.236056418052615,4,10,6.5267081832112686
Mumbai Suburban,Andheri,AND2077,19.139823434105626,72.8526999515794,50.0,14.535619598877433,9,Semi-urban,7,9.0,0.309586934081711,9,4,5.577396733520428
Mumbai Suburban,Andheri,AND5673,19.132962353010626,72.88082785962182,136.58684690252437,12.173147679030746,7,Urban,2,7.268263061949512,1.8845682139795024,7,9,6.274794665884778
Mumbai Suburban,Andheri,AND2331,19.100301964058975,72.86437274298214,202.92122434247938,8.437971450037118,1,Rural,7,5.941575513150412,4.374685699975255,1,4,3.5819865276238962
Mumbai Suburban,Andheri,AND5892,19.11212420484135,72.88778776843442,62.063025678844284,2.63256547347105,8,Rural,1,8.758739486423115,8.244956351019301,8,10,8.712986985039448
Mumbai Suburban,Andheri,AND5300,19.15320293177569,72.86933562845937,135.93074467244568,3.5323964706384556,3,Semi-urban,7,7.281385106551086,7.645069019574362,3,4,5.267544276203807
Mumbai Suburban,Andheri,AND7031,19.0765241255062,72.83867124241611,66.76534019024962,9.792683799646612,8,Semi-urban,9,8.664693196195008,3.471544133568925,8,2,5.500824672631233
Mumbai Suburban,Andheri,AND7777,19.125080196466893,72.84050878840816,146.8660451363414,3.7458114556416486,5,Urban,10,7.062679097273171,7.502792362905567,5,1,5.038233910181026
Mumbai Suburban,Andheri,AND7376,19.080930943584907,72.83298322803815,197.75711602506192,5.661876521943799,2,Urban,10,6.044857679498762,6.2254156520374675,2,1,3.6153254489091196
Mumbai Suburban,Andheri,AND7493,19.136946935901815,72.88151103505419,144.9025243760072,2.776176399384809,1,Urban,1,7.101949512479856,8.14921573374346,1,10,6.257693835931836
Mumbai Suburban,Andheri,AND6811,19.07260653069126,72.87875502740299,152.10670408709646,3.535565188382299,8,Semi-urban,10,6.957865918258071,7.642956541078466,8,1,5.952312318921231
Mumbai Suburban,Andheri,AND6126,19.12984644552523,72.83061072262602,159.60451903163246,10.463899828348302,7,Semi-urban,2,6.807909619367352,3.0240667811011326,7,9,6.467598619148754
Mumbai Suburban,Andheri,AND4086,19.10526711301411,72.87293555398095,229.85563612604054,2.020602914720973,7,Urban,10,5.4028872774791905,8.65293139018602,7,1,5.593810303042343
Mumbai Suburban,Andheri,AND5632,19.073028389584085,72.8731802007614,209.47998906423743,13.412645570728477,4,Semi-urban,10,5.810400218715252,1.0582362861810153,4,1,2.876639115288304
Mumbai Suburban,Andheri,AND7371,19.13602541147466,72.86985979790362,161.16680793481777,8.288044856368943,2,Semi-urban,8,6.776663841303645,4.474636762420705,2,3,3.8239919588659053
Mumbai Suburban,Andheri,AND6401,19.090539831521884,72.85767740667588,98.13769228367718,9.309550723256805,8,Semi-urban,6,8.037246154326457,3.79363285116213,8,5,6.205857443655823
Mumbai Suburban,Andheri,AND2733,19.11951973374212,72.84635041125624,140.4830660958196,5.797673885273836,4,Rural,8,7.190338678083608,6.134884076484109,4,3,4.921788754737749
Mumbai Suburban,Andheri,AND8489,19.153414075521773,72.83508350119513,50.0,8.851977058182069,4,Urban,6,9.0,4.098681961211954,4,5,5.274670490302989
Mumbai Suburban,Andheri,AND6560,19.088211254434043,72.84037988286511,184.23211007775842,10.917630427130028,8,Semi-urban,5,6.315357798444832,2.721579715246648,8,6,5.843466488500628
Mumbai Suburban,Andheri,AND5208,19.103289279475476,72.87068493408161,121.77214983652125,8.182680336126191,1,Semi-urban,6,7.5645570032695755,4.544879775915873,1,5,4.1991313446328835
Mumbai Suburban,Andheri,AND7988,19.117311439928034,72.83889264437468,99.89766381856329,8.222546771997994,1,Urban,8,8.002046723628734,4.518302152001337,1,3,3.779984882726081
Mumbai Suburban,Andheri,AND2994,19.126335245000153,72.89342050739008,119.90156605518077,7.360909915252437,6,Semi-urban,1,7.601968678896385,5.0927267231650415,6,10,7.093575416570538
Mumbai Suburban,Andheri,AND2908,19.14156547140148,72.89213770729938,188.01255473176803,11.097578390452842,9,Urban,3,6.239748905364639,2.601614406364772,9,8,6.59835338266412
Mumbai Suburban,Andheri,AND9007,19.116702580186193,72.90076458990825,154.329489373645,12.505142864073633,5,Urban,3,6.913410212527101,1.6632380906175779,5,8,5.298491565159814
Mumbai Suburban,Andheri,AND8546,19.07978392181379,72.89831172482083,142.216138230396,9.68949917394257,4,Urban,10,7.15567723539208,3.5403338840382865,4,1,3.766218918087988
Mumbai Suburban,Andheri,AND8804,19.10452214177132,72.85892499864825,210.06069610819725,4.8699791753800605,7,Semi-urban,1,5.798786077836055,6.753347216413293,7,10,7.448094019670535
Mumbai Suburban,Andheri,AND5033,19.085899142563214,72.90596171159471,129.59623134892243,8.381516486152835,8,Urban,7,7.408075373021552,4.412322342564777,8,4,5.984695660245505
Mumbai Suburban,Andheri,AND6788,19.077534486539705,72.89646226703434,76.07068771100792,7.683642582857502,7,Semi-urban,6,8.478586245779843,4.8775716114283325,7,5,6.265110152013052
Mumbai Suburban,Andheri,AND1950,19.132716280803493,72.88862824151191,207.18770216034645,2.5753557904528095,4,Semi-urban,10,5.85624595679307,8.283096139698127,4,1,4.692023226283146
Mumbai Suburban,Andheri,AND7371,19.074262442766972,72.87328332163362,232.10480855537216,7.126503179584335,4,Urban,8,5.357903828892557,5.24899788027711,4,3,4.333830235847789
Mumbai Suburban,Andheri,AND3891,19.07849256846139,72.84563262557094,148.05938586399867,11.692288718674554,3,Semi-urban,4,7.038812282720026,2.205140854216964,3,7,4.609047670098246
Delhi NCR,Gurgaon,GUR7166,28.48941189450282,77.07131673151076,185.9049274125842,7.199084152839924,10,Semi-urban,2,6.2819014517483165,5.200610564773384,10,9,7.80653293154301
Delhi NCR,Gurgaon,GUR1827,28.470030881189118,76.98662991654388,228.3797210439484,9.097962126252913,4,Hilly,5,5.432405579121032,3.9346919158313916,4,6,4.770154094782054
Delhi NCR,Gurgaon,GUR7024,28.428728513862286,77.03686595241501,160.84305184914692,6.649894733884597,8,Rural,7,6.783138963017061,5.566736844076935,8,4,6.148312003622646
Delhi NCR,Gurgaon,GUR4417,28.42605297036612,77.00623154311356,172.10583326567365,12.664022253466044,6,Rural,1,6.557883334686528,1.5573184976893042,6,10,6.000906291359632
Delhi NCR,Gurgaon,GUR8112,28.468214789217043,77.02091024334831,152.78624561443473,11.291619951727688,10,Rural,5,6.944275087711306,2.4722533655148746,10,6,6.50691835892098
Delhi NCR,Gurgaon,GUR1536,28.469334937855713,76.99528405700501,204.70957592354742,13.021013038887876,6,Urban,2,5.905808481529053,1.319324640741416,6,9,5.560992856491165
Delhi NCR,Gurgaon,GUR2205,28.46783614017229,76.9879562003219,192.0263625125778,3.057611304340238,7,Urban,5,6.159472749748444,7.961592463773175,7,6,6.8222926658929826
Delhi NCR,Gurgaon,GUR5757,28.49733613109613,77.0176154509205,148.07541399901294,3.6914096041759072,2,Semi-urban,7,7.038491720019742,7.539060263882728,2,4,4.892463409974631
Delhi NCR,Gurgaon,GUR6182,28.465157483200105,77.06245688161017,148.1482043140441,14.954676651766237,1,Urban,7,7.037035913719118,0.03021556548917559,1,4,2.7149610741161174
Delhi NCR,Gurgaon,GUR3079,28.45341100148031,77.05698038198669,171.47241226918348,7.2893615124,1,Urban,8,6.57055175461633,5.1404256584,1,3,3.649216765523266
Delhi NCR,Gurgaon,GUR7645,28.479265327981086,77.03248829571304,67.46321402757194,6.891059830604308,2,Semi-urban,3,8.650735719448562,5.40596011293046,2,8,5.681637172122327
Delhi NCR,Gurgaon,GUR9038,28.428971622133766,77.00137353174458,185.04711307230386,11.422070200838037,10,Urban,2,6.299057738553922,2.3852865327746415,10,9,7.106133180904445
Delhi NCR,Gurgaon,GUR1832,28.42905373376296,77.04943750059627,131.90545143834981,8.499977631260426,3,Urban,8,7.361890971233004,4.333348245826382,3,3,4.205715255703197
Delhi NCR,Gurgaon,GUR7722,28.42436977237861,77.05699244768358,146.5205088543495,13.368176996445793,8,Urban,8,7.06958982291301,1.087882002369471,8,3,4.835888465174969
Delhi NCR,Gurgaon,GUR9356,28.48971978781103,77.02074651766566,185.54799841017456,2.5456868072768466,7,Rural,7,6.2890400317965085,8.302875461815436,7,4,6.433526871813161
Delhi NCR,Gurgaon,GUR5242,28.47199166974199,77.05123141518764,172.213165574302,2.280264900109273,3,Semi-urban,2,6.555736688513959,8.47982339992715,3,9,6.58110318768458
Delhi NCR,Gurgaon,GUR5491,28.449172316735055,77.03812654482634,87.92493845254387,12.544490345196122,5,Semi-urban,9,8.241501230949122,1.6370064365359185,5,2,4.057551855323805
Delhi NCR,Gurgaon,GUR6619,28.45425138762218,77.01150191835877,109.18472954725772,14.630935345383614,8,Urban,8,7.816305409054847,0.24604310307759056,8,3,4.774771857580367
Delhi NCR,Gurgaon,GUR3573,28.431389642493944,77.02863005304353,149.0055135254605,11.25446069131565,2,Semi-urban,7,7.019889729490789,2.4970262057895667,2,4,3.6282344973455496
Delhi NCR,Gurgaon,GUR3541,28.43462207967447,77.04305487509924,166.68217657252987,14.773831620201506,10,Hilly,2,6.666356468549402,0.15077891986566289,10,9,6.620966023676296
Delhi NCR,Gurgaon,GUR2622,28.464876020226423,77.04362783495166,68.52035070118365,2.045391586865778,6,Urban,9,8.629592985976327,8.636405608756148,6,2,6.185019999384302
Delhi NCR,Gurgaon,GUR9801,28.43898485540338,77.05089661206132,177.59318276547504,9.207494476287973,9,Semi-urban,10,6.448136344690499,3.861670349141351,9,1,5.205044856223438
Delhi NCR,Gurgaon,GUR5225,28.449482467542456,77.03170259347546,142.09492549649008,2.9111088469631516,1,Urban,4,7.158101490070199,8.059260768691232,1,7,5.4964354901868475
Delhi NCR,Gurgaon,GUR4850,28.484388733298193,76.99114247348187,190.32966239568435,4.686059183175148,4,Rural,7,6.193406752086314,6.875960544549901,4,4,5.157671486554738
Delhi NCR,Gurgaon,GUR7212,28.450698443574687,77.07086782428857,177.05009363018144,7.514446658019985,10,Urban,4,6.458998127396372,4.9903688946533435,10,7,7.289391849142611
Delhi NCR,Gurgaon,GUR8101,28.429581249010244,77.06073766942791,156.64680926113454,14.350926534490446,2,Semi-urban,2,6.867063814777309,0.43271564367303605,2,9,4.331591673873721
Delhi NCR,Gurgaon,GUR8970,28.4769562156785,77.02413446047434,148.25057547515192,12.376983606275896,5,Urban,3,7.0349884904969615,1.7486775958160692,5,8,5.344167097053409
Delhi NCR,Gurgaon,GUR3322,28.439493062350696,77.03812076001822,238.5400317817755,5.061650073736458,1,Urban,10,5.22919936436449,6.625566617509028,1,1,3.2522315272501547
Delhi NCR,Gurgaon,GUR1338,28.4228034690676,77.07123537137035,160.87539528467806,11.117260852938637,5,Rural,5,6.782492094306438,2.5884927647075755,5,6,5.003621610038182
Delhi NCR,Gurgaon,GUR7609,28.477304890806607,77.06142760864088,247.29356424138422,7.596661972825537,10,Urban,10,5.0541287151723155,4.9355586847829755,10,1,5.494715414230207
Delhi NCR,Gurgaon,GUR5232,28.418055138072724,77.04776782405222,190.92423673192698,3.292685902891641,8,Hilly,7,6.181515265361462,7.804876064738906,8,4,6.5875220692570196
Delhi NCR,Gurgaon,GUR3419,28.48658076541632,77.05205580933082,156.6923827123,12.745966278758521,2,Semi-urban,7,6.866152345753999,1.5026891474943191,2,4,3.34890275602438
Delhi NCR,Gurgaon,GUR1130,28.435700795355896,76.99585101971995,154.80603884704917,10.596187250233026,8,Semi-urban,7,6.9038792230590165,2.935875166511316,8,4,5.514744636239632
Delhi NCR,Gurgaon,GUR7640,28.420882070671905,77.01337613040475,126.88623556474788,8.30682161052142,6,Urban,2,7.462275288705042,4.462118926319054,6,9,6.657984789320771
Delhi NCR,Gurgaon,GUR9930,28.49389988400762,77.02257554756251,50.0,13.116433671563483,7,Urban,2,9.0,1.2557108856243449,7,9,6.463927721406087
Delhi NCR,Gurgaon,GUR8206,28.499516092866163,77.05689049121963,186.4771383317907,0.6375387876132221,1,Semi-urban,5,6.270457233364186,9.574974141591184,1,6,5.447834982070633
Delhi NCR,Gurgaon,GUR8069,28.439451827396212,77.02084586455781,279.88523216171916,6.557618341426339,7,Semi-urban,1,4.402295356765617,5.628254439049107,7,10,6.8875226811154
Delhi NCR,Gurgaon,GUR2165,28.43648994311915,76.99494267018183,117.48145279649866,4.806541708595792,2,Urban,5,7.650370944070026,6.79563886093614,2,6,5.328983904048041
Delhi NCR,Gurgaon,GUR2828,28.449589398244374,77.04616825544238,148.26575563066095,11.902002709025505,6,Hilly,8,7.034684887386781,2.06533152731633,6,3,4.473269859306439
Delhi NCR,Gurgaon,GUR8878,28.45706613601249,77.04020702502896,161.71073662682605,14.87194507898616,8,Hilly,6,6.76578526746348,0.08536994734255998,8,5,5.0244995403283355
Delhi NCR,Gurgaon,GUR3265,28.4357602830546,77.0008875228805,164.4584321953909,1.0326130926858976,10,Rural,6,6.710831356092182,9.311591271542735,10,5,7.9200640891041205
Delhi NCR,Gurgaon,GUR1726,28.48706927184169,77.04168001306965,272.7650069955447,13.314895331969673,3,Semi-urban,1,4.544699860089106,1.123403112020218,3,10,4.589790750022876
Delhi NCR,Gurgaon,GUR9194,28.483241462813368,77.04764185562485,131.33003658117153,12.329580312363957,6,Semi-urban,9,7.37339926837657,1.780279791757362,6,2,4.219749801614654
Delhi NCR,Gurgaon,GUR2290,28.468364594135753,77.0372077587054,91.32148964939374,13.223182508140516,3,Urban,9,8.173570207012125,1.1845449945729893,3,2,3.3308502900456722
Delhi NCR,Gurgaon,GUR8291,28.49884305394871,77.05116913890711,146.54887425018862,5.903983496678553,8,Semi-urban,10,7.069022514996227,6.064011002214298,8,1,5.57980725355282
Delhi NCR,Gurgaon,GUR4020,28.462934226746068,77.07159097753329,140.6210667864874,13.469958999036978,1,Urban,3,7.187578664270252,1.0200273339753483,1,8,3.992522566347888
Delhi NCR,Gurgaon,GUR2312,28.476021453730315,77.03591587675962,125.52802787408889,13.240134802149791,3,Rural,1,7.489439442518222,1.1732434652334724,3,10,5.191198754812012
Delhi NCR,Gurgaon,GUR7924,28.429160659373228,76.99943600947971,202.2080438534536,12.636693261273244,9,Hilly,4,5.955839122930929,1.5755378258178374,9,7,6.035052281040645
Delhi NCR,Gurgaon,GUR3808,28.429274459476378,77.0642783683279,219.10794955187635,0.9240856040011076,7,Urban,5,5.617841008962473,9.383942930665928,7,6,7.069553934458977
Delhi NCR,Gurgaon,GUR3403,28.481915743066246,76.99946839064435,182.43549437948212,8.564635158076475,7,Urban,1,6.351290112410357,4.290243227949016,7,10,6.942818829469326
Kolkata,Salt Lake,SAL2007,22.56890258257881,88.36581651641875,100.4409845194975,2.051219262990897,7,Semi-urban,2,7.9911803096100495,8.632520491339402,7,9,8.10636618475686
Kolkata,Salt Lake,SAL6084,22.56576849494348,88.42193597038205,157.7203638480846,11.937701237125792,4,Semi-urban,2,6.845592723038307,2.0415325085828058,4,9,5.329501671753363
Kolkata,Salt Lake,SAL7353,22.577621649959156,88.37021284145028,187.59513090163492,13.137283689209456,4,Semi-urban,4,6.248097381967303,1.2418108738603628,4,7,4.510072194858552
